employee_key,employee_id,full_name,email,department,role,salary,years_experience,status,change_reason,valid_from,valid_to,is_current
1130,EMP0511,Deepak Iyer,deepak.iyer@presight.ai,Marketing,Marketing Analyst,12989.0,2,Active,Hire - Initial Appointment,2023-08-01,9999-12-31,True
1131,EMP0512,Khalifa Al Naqbi,khalifa.al.naqbi@presight.ai,Data Science,BI Specialist,23811.0,11,Inactive,Initial appointment,2014-01-11,2016-10-31,False
1132,EMP0512,Khalifa Al Naqbi,khalifa.al.naqbi@presight.ai,Data Science,BI Specialist,35034.0,11,Inactive,Retention adjustment,2016-10-31,9999-12-31,True
1133,EMP0513,Nina Rivera,nina.rivera@presight.ai,Procurement,Vendor Manager,27079.0,8,Active,Hire - Initial Appointment,2017-05-20,9999-12-31,True
1134,EMP0514,Khalifa Saleh,khalifa.saleh1@presight.ai,IT,Data Engineer,15077.0,9,Active,Initial appointment,2017-08-04,2024-01-02,False
1135,EMP0514,Khalifa Saleh,khalifa.saleh1@presight.ai,IT,Data Engineer,17824.0,9,Active,Retention adjustment,2024-01-02,2024-03-15,False
1136,EMP0514,Khalifa Saleh,khalifa.saleh1@presight.ai,IT,Data Engineer,26442.0,9,Active,Project completion bonus integration,2024-03-15,9999-12-31,True
1137,EMP0515,Sophie Rossi,sophie.rossi1@presight.ai,HR,Lead Data Engineer,46315.0,11,Active,Hire - Initial Appointment,2015-04-19,9999-12-31,True
1138,EMP0516,Aaliyah Hamdan,aaliyah.hamdan@presight.ai,IT,DevOps Engineer,12442.0,2,Active,Hire - Initial Appointment,2024-04-17,9999-12-31,True
1139,EMP0517,Roshan Iyer,roshan.iyer@presight.ai,Data Science,BI Engineer,20705.0,7,Active,Initial appointment,2018-09-07,2023-04-19,False
1140,EMP0517,Roshan Iyer,roshan.iyer@presight.ai,Data Science,BI Engineer,23767.0,7,Active,Cost of living adjustment,2023-04-19,2023-11-15,False
1141,EMP0517,Roshan Iyer,roshan.iyer@presight.ai,Data Science,BI Engineer,27189.0,7,Active,Retention adjustment,2023-11-15,2024-03-07,False
1142,EMP0517,Roshan Iyer,roshan.iyer@presight.ai,Data Science,BI Engineer,29432.0,7,Active,Retention adjustment,2024-03-07,2024-04-06,False
1143,EMP0517,Roshan Iyer,roshan.iyer@presight.ai,Data Science,BI Engineer,27881.0,7,Active,Annual performance increase,2024-04-06,9999-12-31,True
1144,EMP0518,Priya Kumar,priya.kumar@presight.ai,HR,Lead Data Engineer,13928.0,4,Active,Initial appointment,2021-02-26,2023-03-05,False
1145,EMP0518,Priya Kumar,priya.kumar@presight.ai,HR,Lead Data Engineer,16652.0,4,Active,Annual performance increase,2023-03-05,2024-06-30,False
1146,EMP0518,Priya Kumar,priya.kumar@presight.ai,HR,Lead Data Engineer,22544.0,4,Active,Cost of living adjustment,2024-06-30,9999-12-31,True
1147,EMP0519,Omar Ibrahim,omar.ibrahim@presight.ai,Operations,Senior Data Engineer,11490.0,0,Active,Initial appointment,2024-03-15,2025-04-09,False
1148,EMP0519,Omar Ibrahim,omar.ibrahim@presight.ai,Operations,Senior Data Engineer,15968.0,0,Active,Promoted following review,2025-04-09,9999-12-31,True
1149,EMP0520,Bilal Mahmoud,bilal.mahmoud@presight.ai,Procurement,Vendor Manager,8386.0,1,Active,Initial appointment,2024-03-06,2025-02-06,False
1150,EMP0520,Bilal Mahmoud,bilal.mahmoud@presight.ai,Procurement,Vendor Manager,14209.0,1,Active,Market correction adjustment,2025-02-06,9999-12-31,True
1151,EMP0521,Noura Mahmoud,noura.mahmoud1@presight.ai,Legal,Legal Analyst,13801.0,2,Active,Hire - Initial Appointment,2024-03-21,9999-12-31,True
1152,EMP0522,Lin Bhatt,lin.bhatt@presight.ai,Data Science,BI Engineer,21007.0,3,Active,Hire - Initial Appointment,2024-08-30,9999-12-31,True
1153,EMP0523,Min Bhatt,min.bhatt@presight.ai,HR,HR Analyst,13524.0,3,Active,Initial appointment,2024-01-03,2024-09-10,False
1154,EMP0523,Min Bhatt,min.bhatt@presight.ai,HR,HR Analyst,14534.0,3,Active,Project completion bonus integration,2024-09-10,2025-01-01,False
1155,EMP0523,Min Bhatt,min.bhatt@presight.ai,HR,HR Analyst,21847.0,3,Active,Project completion bonus integration,2025-01-01,9999-12-31,True
1156,EMP0524,Khalifa Yousef,khalifa.yousef@presight.ai,Sustainability,Data Analyst,13348.0,5,Active,Initial appointment,2020-02-13,2021-03-30,False
1157,EMP0524,Khalifa Yousef,khalifa.yousef@presight.ai,Sustainability,Data Analyst,20706.0,5,Active,Cost of living adjustment,2021-03-30,9999-12-31,True
1158,EMP0525,Ibrahim Al Naqbi,ibrahim.al.naqbi@presight.ai,HR,Lead Data Engineer,11211.0,2,Active,Initial appointment,2024-06-05,2025-05-27,False
1159,EMP0525,Ibrahim Al Naqbi,ibrahim.al.naqbi@presight.ai,HR,Lead Data Engineer,17743.0,2,Active,Market correction adjustment,2025-05-27,9999-12-31,True
1160,EMP0526,Anjali Zhang,anjali.zhang@presight.ai,Digital,Content Strategist,28030.0,10,Active,Hire - Initial Appointment,2017-08-27,9999-12-31,True
1161,EMP0527,Layla Khoury,layla.khoury1@presight.ai,Engineering,Lead Data Engineer,15245.0,6,Active,Initial appointment,2021-04-17,2022-02-05,False
1162,EMP0527,Layla Khoury,layla.khoury1@presight.ai,Engineering,Lead Data Engineer,16902.0,6,Active,Retention adjustment,2022-02-05,2024-01-30,False
1163,EMP0527,Layla Khoury,layla.khoury1@presight.ai,Engineering,Lead Data Engineer,18374.0,6,Active,Retention adjustment,2024-01-30,2024-02-03,False
1164,EMP0527,Layla Khoury,layla.khoury1@presight.ai,Engineering,Lead Data Engineer,19646.0,6,Active,Market correction adjustment,2024-02-03,2024-10-28,False
1165,EMP0527,Layla Khoury,layla.khoury1@presight.ai,Engineering,Lead Data Engineer,22718.0,6,Active,Annual performance increase,2024-10-28,9999-12-31,True
1166,EMP0528,Karthik Reddy,karthik.reddy@presight.ai,Sales,Sales Analyst,12502.0,5,Active,Initial appointment,2021-08-27,2022-03-20,False
1167,EMP0528,Karthik Reddy,karthik.reddy@presight.ai,Sales,Sales Analyst,13848.0,5,Active,Cost of living adjustment,2022-03-20,2022-10-24,False
1168,EMP0528,Karthik Reddy,karthik.reddy@presight.ai,Sales,Sales Analyst,17909.0,5,Active,Annual performance increase,2022-10-24,9999-12-31,True
1169,EMP0529,Kavya Joshi,kavya.joshi1@presight.ai,Sustainability,Data Analyst,16784.0,10,Active,Initial appointment,2015-03-02,2016-02-29,False
1170,EMP0529,Kavya Joshi,kavya.joshi1@presight.ai,Sustainability,Data Analyst,19318.0,10,Active,Retention adjustment,2016-02-29,2017-05-07,False
1171,EMP0529,Kavya Joshi,kavya.joshi1@presight.ai,Sustainability,Data Analyst,22701.0,10,Active,Cost of living adjustment,2017-05-07,2019-09-02,False
1172,EMP0529,Kavya Joshi,kavya.joshi1@presight.ai,Sustainability,Data Analyst,27267.0,10,Active,Promoted following review,2019-09-02,9999-12-31,True
1173,EMP0530,Kavya Chen,kavya.chen@presight.ai,Procurement,Vendor Manager,16974.0,9,Active,Initial appointment,2018-08-06,2019-05-17,False
1174,EMP0530,Kavya Chen,kavya.chen@presight.ai,Procurement,Vendor Manager,19146.0,9,Active,Retention adjustment,2019-05-17,2019-12-31,False
1175,EMP0530,Kavya Chen,kavya.chen@presight.ai,Procurement,Vendor Manager,22475.0,9,Active,Cost of living adjustment,2019-12-31,2021-01-17,False
1176,EMP0530,Kavya Chen,kavya.chen@presight.ai,Procurement,Vendor Manager,30778.0,9,Active,Retention adjustment,2021-01-17,9999-12-31,True
1177,EMP0531,Yusuf Hamdan,yusuf.hamdan@presight.ai,Procurement,Vendor Manager,12957.0,6,Active,Initial appointment,2020-02-04,2020-11-25,False
1178,EMP0531,Yusuf Hamdan,yusuf.hamdan@presight.ai,Procurement,Vendor Manager,14740.0,6,Active,Promoted following review,2020-11-25,2023-04-04,False
1179,EMP0531,Yusuf Hamdan,yusuf.hamdan@presight.ai,Procurement,Vendor Manager,20702.0,6,Active,Promoted following review,2023-04-04,9999-12-31,True
1180,EMP0532,Khalid Al Shamsi,khalid.al.shamsi@presight.ai,Data Science,Data Scientist,12917.0,1,Active,Hire - Initial Appointment,2024-03-18,9999-12-31,True
1181,EMP0533,Bilal Hamdan,bilal.hamdan@presight.ai,HR,Lead Data Engineer,13438.0,2,Active,Initial appointment,2024-04-06,2025-04-11,False
1182,EMP0533,Bilal Hamdan,bilal.hamdan@presight.ai,HR,Lead Data Engineer,22281.0,2,Active,Promoted following review,2025-04-11,9999-12-31,True
1183,EMP0534,Wei Menon,wei.menon@presight.ai,HR,Learning & Development,22371.0,4,Active,Hire - Initial Appointment,2022-09-29,9999-12-31,True
1184,EMP0535,Reem Al Marri,reem.al.marri1@presight.ai,Finance,Data Analyst,12729.0,2,Active,Initial appointment,2023-06-30,2024-10-24,False
1185,EMP0535,Reem Al Marri,reem.al.marri1@presight.ai,Finance,Data Analyst,13803.0,2,Active,Project completion bonus integration,2024-10-24,2024-12-29,False
1186,EMP0535,Reem Al Marri,reem.al.marri1@presight.ai,Finance,Data Analyst,15659.0,2,Active,Retention adjustment,2024-12-29,2025-03-13,False
1187,EMP0535,Reem Al Marri,reem.al.marri1@presight.ai,Finance,Data Analyst,16934.0,2,Active,Retention adjustment,2025-03-13,2025-04-24,False
1188,EMP0535,Reem Al Marri,reem.al.marri1@presight.ai,Finance,Data Analyst,19360.0,2,Active,Market correction adjustment,2025-04-24,9999-12-31,True
1189,EMP0536,Nina Laurent,nina.laurent@presight.ai,IT,Cloud Architect,16251.0,8,Active,Initial appointment,2017-01-23,2018-05-18,False
1190,EMP0536,Nina Laurent,nina.laurent@presight.ai,IT,Cloud Architect,18866.0,8,Active,Project completion bonus integration,2018-05-18,2023-12-14,False
1191,EMP0536,Nina Laurent,nina.laurent@presight.ai,IT,Cloud Architect,20194.0,8,Active,Market correction adjustment,2023-12-14,2024-07-29,False
1192,EMP0536,Nina Laurent,nina.laurent@presight.ai,IT,Cloud Architect,27641.0,8,Active,Promoted following review,2024-07-29,9999-12-31,True
1193,EMP0537,Ibrahim Mansour,ibrahim.mansour@presight.ai,Procurement,Vendor Manager,14816.0,1,Active,Hire - Initial Appointment,2024-08-17,9999-12-31,True
1194,EMP0538,Mohammed Ibrahim,mohammed.ibrahim1@presight.ai,Digital,Content Strategist,30246.0,7,Active,Hire - Initial Appointment,2018-09-18,9999-12-31,True
1195,EMP0539,Priya Hussain,priya.hussain@presight.ai,IT,IT Manager,30549.0,6,Active,Hire - Initial Appointment,2021-09-03,9999-12-31,True
1196,EMP0540,Huda Saleh,huda.saleh@presight.ai,Operations,Operations Analyst,11952.0,2,Active,Initial appointment,2024-04-09,2024-11-16,False
1197,EMP0540,Huda Saleh,huda.saleh@presight.ai,Operations,Operations Analyst,13971.0,2,Active,Project completion bonus integration,2024-11-16,2025-02-03,False
1198,EMP0540,Huda Saleh,huda.saleh@presight.ai,Operations,Operations Analyst,19673.0,2,Active,Annual performance increase,2025-02-03,9999-12-31,True
1199,EMP0541,Deepak Sharma,deepak.sharma@presight.ai,Data Science,ML Engineer,13454.0,2,Active,Initial appointment,2024-07-20,2025-01-28,False
1200,EMP0541,Deepak Sharma,deepak.sharma@presight.ai,Data Science,ML Engineer,22546.0,2,Active,Promoted following review,2025-01-28,9999-12-31,True
1201,EMP0542,Rashid Farooq,rashid.farooq@presight.ai,HR,Lead Data Engineer,23994.0,5,Active,Hire - Initial Appointment,2021-07-17,9999-12-31,True
1202,EMP0543,Maryam Mansour,maryam.mansour@presight.ai,Data Science,ML Engineer,14626.0,5,Active,Initial appointment,2021-05-28,2024-09-02,False
1203,EMP0543,Maryam Mansour,maryam.mansour@presight.ai,Data Science,ML Engineer,23074.0,5,Active,Market correction adjustment,2024-09-02,9999-12-31,True
1204,EMP0544,Nadia Al Naqbi,nadia.al.naqbi1@presight.ai,Marketing,Marketing Analyst,28404.0,9,Active,Hire - Initial Appointment,2017-09-27,9999-12-31,True
1205,EMP0545,Vikram Sharma,vikram.sharma@presight.ai,Legal,Legal Analyst,21031.0,7,Active,Initial appointment,2020-08-25,2021-10-26,False
1206,EMP0545,Vikram Sharma,vikram.sharma@presight.ai,Legal,Legal Analyst,31791.0,7,Active,Promoted following review,2021-10-26,9999-12-31,True
1207,EMP0546,Mira Al Shamsi,mira.al.shamsi@presight.ai,Sustainability,Sustainability Analyst,23836.0,6,Active,Hire - Initial Appointment,2020-09-10,9999-12-31,True
1208,EMP0547,Mateo Desai,mateo.desai@presight.ai,Finance,Finance Director,24689.0,18,Active,Initial appointment,2009-05-31,2015-07-13,False
1209,EMP0547,Mateo Desai,mateo.desai@presight.ai,Finance,Finance Director,26918.0,18,Active,Market correction adjustment,2015-07-13,2016-08-19,False
1210,EMP0547,Mateo Desai,mateo.desai@presight.ai,Finance,Finance Director,31873.0,18,Active,Project completion bonus integration,2016-08-19,2017-06-18,False
1211,EMP0547,Mateo Desai,mateo.desai@presight.ai,Finance,Finance Director,40034.0,18,Active,Promoted following review,2017-06-18,9999-12-31,True
1212,EMP0548,Anjali Verma,anjali.verma@presight.ai,Finance,Financial Analyst,13191.0,4,Active,Initial appointment,2023-09-04,2024-07-23,False
1213,EMP0548,Anjali Verma,anjali.verma@presight.ai,Finance,Financial Analyst,21906.0,4,Active,Annual performance increase,2024-07-23,9999-12-31,True
1214,EMP0549,Kavya Verma,kavya.verma@presight.ai,HR,Lead Data Engineer,17143.0,4,Active,Hire - Initial Appointment,2021-01-30,9999-12-31,True
1215,EMP0550,Adam Al Suwaidi,adam.al.suwaidi@presight.ai,Finance,Data Analyst,11379.0,4,Active,Initial appointment,2022-09-29,2023-09-23,False
1216,EMP0550,Adam Al Suwaidi,adam.al.suwaidi@presight.ai,Finance,Data Analyst,17399.0,4,Active,Retention adjustment,2023-09-23,9999-12-31,True
1217,EMP0551,Rohan Verma,rohan.verma@presight.ai,Marketing,Brand Manager,30180.0,9,Active,Hire - Initial Appointment,2020-01-01,9999-12-31,True
1218,EMP0552,Bilal Khoury,bilal.khoury@presight.ai,Finance,Finance Director,11792.0,4,Active,Initial appointment,2021-02-22,2022-03-30,False
1219,EMP0552,Bilal Khoury,bilal.khoury@presight.ai,Finance,Finance Director,14024.0,4,Active,Market correction adjustment,2022-03-30,2023-11-02,False
1220,EMP0552,Bilal Khoury,bilal.khoury@presight.ai,Finance,Finance Director,16433.0,4,Active,Market correction adjustment,2023-11-02,2024-03-28,False
1221,EMP0552,Bilal Khoury,bilal.khoury@presight.ai,Finance,Finance Director,20375.0,4,Active,Project completion bonus integration,2024-03-28,9999-12-31,True
1222,EMP0553,Yusuf Yousef,yusuf.yousef@presight.ai,Digital,UX Designer,29092.0,8,Active,Initial appointment,2018-06-29,2019-04-07,False
1223,EMP0553,Yusuf Yousef,yusuf.yousef@presight.ai,Digital,UX Designer,33197.0,8,Active,Market correction adjustment,2019-04-07,2022-01-15,False
1224,EMP0553,Yusuf Yousef,yusuf.yousef@presight.ai,Digital,UX Designer,40150.0,8,Active,Market correction adjustment,2022-01-15,9999-12-31,True
1225,EMP0554,Layla Al Marri,layla.al.marri@presight.ai,Procurement,Procurement Analyst,18821.0,3,Active,Hire - Initial Appointment,2024-03-13,9999-12-31,True
1226,EMP0555,Hamad Yousef,hamad.yousef@presight.ai,Procurement,Procurement Analyst,17376.0,5,Inactive,Initial appointment,2021-08-09,2022-03-16,False
1227,EMP0555,Hamad Yousef,hamad.yousef@presight.ai,Procurement,Procurement Analyst,20191.0,5,Inactive,Project completion bonus integration,2022-03-16,2022-07-29,False
1228,EMP0555,Hamad Yousef,hamad.yousef@presight.ai,Procurement,Procurement Analyst,24146.0,5,Inactive,Annual performance increase,2022-07-29,2025-04-28,False
1229,EMP0555,Hamad Yousef,hamad.yousef@presight.ai,Procurement,Procurement Analyst,26273.0,5,Inactive,Annual performance increase,2025-04-28,9999-12-31,True
1230,EMP0556,Priya Iyer,priya.iyer@presight.ai,Digital,Digital Analyst,12354.0,0,Active,Hire - Initial Appointment,2024-01-06,9999-12-31,True
1231,EMP0557,Priya Chen,priya.chen5@presight.ai,IT,DevOps Engineer,26487.0,7,Active,Hire - Initial Appointment,2020-05-23,9999-12-31,True
1232,EMP0558,Hassan Khoury,hassan.khoury@presight.ai,Marketing,Marketing Analyst,16332.0,1,Active,Hire - Initial Appointment,2024-04-08,9999-12-31,True
1233,EMP0559,Saif Al Dhaheri,saif.al.dhaheri@presight.ai,Sustainability,Sustainability Analyst,27378.0,17,Active,Initial appointment,2008-08-17,2018-01-09,False
1234,EMP0559,Saif Al Dhaheri,saif.al.dhaheri@presight.ai,Sustainability,Sustainability Analyst,32245.0,17,Active,Annual performance increase,2018-01-09,2021-05-21,False
1235,EMP0559,Saif Al Dhaheri,saif.al.dhaheri@presight.ai,Sustainability,Sustainability Analyst,35140.0,17,Active,Retention adjustment,2021-05-21,2025-02-21,False
1236,EMP0559,Saif Al Dhaheri,saif.al.dhaheri@presight.ai,Sustainability,Sustainability Analyst,44004.0,17,Active,Cost of living adjustment,2025-02-21,9999-12-31,True
1237,EMP0560,Mira Yousef,mira.yousef1@presight.ai,Operations,Supply Chain Analyst,11659.0,4,Active,Initial appointment,2021-08-27,2022-04-02,False
1238,EMP0560,Mira Yousef,mira.yousef1@presight.ai,Operations,Supply Chain Analyst,13857.0,4,Active,Cost of living adjustment,2022-04-02,2023-12-19,False
1239,EMP0560,Mira Yousef,mira.yousef1@presight.ai,Operations,Supply Chain Analyst,15294.0,4,Active,Cost of living adjustment,2023-12-19,2024-04-11,False
1240,EMP0560,Mira Yousef,mira.yousef1@presight.ai,Operations,Supply Chain Analyst,17924.0,4,Active,Market correction adjustment,2024-04-11,9999-12-31,True
1241,EMP0561,Aisha Mansour,aisha.mansour1@presight.ai,Procurement,Vendor Manager,10225.0,0,Active,Initial appointment,2024-05-25,2024-11-23,False
1242,EMP0561,Aisha Mansour,aisha.mansour1@presight.ai,Procurement,Vendor Manager,12131.0,0,Active,Annual performance increase,2024-11-23,2025-01-27,False
1243,EMP0561,Aisha Mansour,aisha.mansour1@presight.ai,Procurement,Vendor Manager,16044.0,0,Active,Promoted following review,2025-01-27,9999-12-31,True
1244,EMP0562,Paolo Martin,paolo.martin@presight.ai,Sustainability,Sustainability Analyst,12062.0,2,Active,Initial appointment,2024-07-07,2025-03-06,False
1245,EMP0562,Paolo Martin,paolo.martin@presight.ai,Sustainability,Sustainability Analyst,12941.0,2,Active,Market correction adjustment,2025-03-06,2025-05-11,False
1246,EMP0562,Paolo Martin,paolo.martin@presight.ai,Sustainability,Sustainability Analyst,14439.0,2,Active,Annual performance increase,2025-05-11,2025-06-26,False
1247,EMP0562,Paolo Martin,paolo.martin@presight.ai,Sustainability,Sustainability Analyst,18546.0,2,Active,Market correction adjustment,2025-06-26,9999-12-31,True
1248,EMP0563,Pooja Zhang,pooja.zhang@presight.ai,Sustainability,Data Analyst,18813.0,7,Active,Initial appointment,2019-07-26,2025-06-28,False
1249,EMP0563,Pooja Zhang,pooja.zhang@presight.ai,Sustainability,Data Analyst,26953.0,7,Active,Cost of living adjustment,2025-06-28,9999-12-31,True
1250,EMP0564,Carlos Andersen,carlos.andersen@presight.ai,HR,Learning & Development,56562.0,21,Active,Hire - Initial Appointment,2005-03-08,9999-12-31,True
1251,EMP0565,Mariam Najjar,mariam.najjar1@presight.ai,Legal,Legal Analyst,11889.0,6,Active,Initial appointment,2020-03-17,2020-12-30,False
1252,EMP0565,Mariam Najjar,mariam.najjar1@presight.ai,Legal,Legal Analyst,12632.0,6,Active,Retention adjustment,2020-12-30,2023-08-20,False
1253,EMP0565,Mariam Najjar,mariam.najjar1@presight.ai,Legal,Legal Analyst,20969.0,6,Active,Market correction adjustment,2023-08-20,9999-12-31,True
1254,EMP0566,Abdulla Najjar,abdulla.najjar@presight.ai,IT,DevOps Engineer,7495.0,3,Active,Initial appointment,2024-01-14,2024-08-02,False
1255,EMP0566,Abdulla Najjar,abdulla.najjar@presight.ai,IT,DevOps Engineer,8126.0,3,Active,Promoted following review,2024-08-02,2025-02-02,False
1256,EMP0566,Abdulla Najjar,abdulla.najjar@presight.ai,IT,DevOps Engineer,9408.0,3,Active,Market correction adjustment,2025-02-02,2025-04-09,False
1257,EMP0566,Abdulla Najjar,abdulla.najjar@presight.ai,IT,DevOps Engineer,12558.0,3,Active,Market correction adjustment,2025-04-09,9999-12-31,True
1258,EMP0567,Saif Al Khaja,saif.al.khaja@presight.ai,Sales,Account Manager,21916.0,8,Active,Initial appointment,2018-09-13,2020-05-17,False
1259,EMP0567,Saif Al Khaja,saif.al.khaja@presight.ai,Sales,Account Manager,23119.0,8,Active,Market correction adjustment,2020-05-17,2023-03-08,False
1260,EMP0567,Saif Al Khaja,saif.al.khaja@presight.ai,Sales,Account Manager,27113.0,8,Active,Project completion bonus integration,2023-03-08,2025-01-24,False
1261,EMP0567,Saif Al Khaja,saif.al.khaja@presight.ai,Sales,Account Manager,32635.0,8,Active,Retention adjustment,2025-01-24,9999-12-31,True
1262,EMP0568,Lin Patel,lin.patel@presight.ai,Engineering,Data Engineer,30039.0,9,Active,Initial appointment,2017-08-20,2019-12-31,False
1263,EMP0568,Lin Patel,lin.patel@presight.ai,Engineering,Data Engineer,32999.0,9,Active,Promoted following review,2019-12-31,2024-02-06,False
1264,EMP0568,Lin Patel,lin.patel@presight.ai,Engineering,Data Engineer,45051.0,9,Active,Market correction adjustment,2024-02-06,9999-12-31,True
1265,EMP0569,Khalid Mansour,khalid.mansour@presight.ai,Sales,Account Manager,49568.0,10,Active,Hire - Initial Appointment,2016-08-10,9999-12-31,True
1266,EMP0570,Priya Hussain,priya.hussain1@presight.ai,Digital,Senior Data Engineer,19444.0,12,Active,Initial appointment,2014-03-24,2023-01-14,False
1267,EMP0570,Priya Hussain,priya.hussain1@presight.ai,Digital,Senior Data Engineer,21732.0,12,Active,Annual performance increase,2023-01-14,2024-07-26,False
1268,EMP0570,Priya Hussain,priya.hussain1@presight.ai,Digital,Senior Data Engineer,34375.0,12,Active,Market correction adjustment,2024-07-26,9999-12-31,True
1269,EMP0571,Pooja Nair,pooja.nair@presight.ai,Sales,Account Manager,12386.0,2,Active,Initial appointment,2023-01-24,2024-05-12,False
1270,EMP0571,Pooja Nair,pooja.nair@presight.ai,Sales,Account Manager,19625.0,2,Active,Project completion bonus integration,2024-05-12,9999-12-31,True
1271,EMP0572,Anjali Menon,anjali.menon1@presight.ai,HR,Learning & Development,12677.0,4,Active,Initial appointment,2022-06-29,2023-04-21,False
1272,EMP0572,Anjali Menon,anjali.menon1@presight.ai,HR,Learning & Development,13538.0,4,Active,Retention adjustment,2023-04-21,2025-04-06,False
1273,EMP0572,Anjali Menon,anjali.menon1@presight.ai,HR,Learning & Development,19827.0,4,Active,Promoted following review,2025-04-06,9999-12-31,True
1274,EMP0573,Priya Joshi,priya.joshi@presight.ai,Procurement,Vendor Manager,8482.0,2,Active,Initial appointment,2023-01-11,2024-07-22,False
1275,EMP0573,Priya Joshi,priya.joshi@presight.ai,Procurement,Vendor Manager,9553.0,2,Active,Promoted following review,2024-07-22,2024-10-20,False
1276,EMP0573,Priya Joshi,priya.joshi@presight.ai,Procurement,Vendor Manager,11039.0,2,Active,Project completion bonus integration,2024-10-20,2025-06-27,False
1277,EMP0573,Priya Joshi,priya.joshi@presight.ai,Procurement,Vendor Manager,12937.0,2,Active,Project completion bonus integration,2025-06-27,9999-12-31,True
1278,EMP0574,Priya Reddy,priya.reddy@presight.ai,Legal,Legal Analyst,13871.0,2,Active,Initial appointment,2024-07-12,2025-02-14,False
1279,EMP0574,Priya Reddy,priya.reddy@presight.ai,Legal,Legal Analyst,15471.0,2,Active,Project completion bonus integration,2025-02-14,2025-02-24,False
1280,EMP0574,Priya Reddy,priya.reddy@presight.ai,Legal,Legal Analyst,21816.0,2,Active,Market correction adjustment,2025-02-24,9999-12-31,True
1281,EMP0575,Anika Malik,anika.malik1@presight.ai,Sales,Account Manager,11678.0,4,Active,Initial appointment,2021-06-03,2023-11-14,False
1282,EMP0575,Anika Malik,anika.malik1@presight.ai,Sales,Account Manager,21118.0,4,Active,Market correction adjustment,2023-11-14,9999-12-31,True
1283,EMP0576,Vikram Patel,vikram.patel1@presight.ai,Operations,Operations Analyst,12679.0,6,Active,Initial appointment,2020-04-26,2024-06-16,False
1284,EMP0576,Vikram Patel,vikram.patel1@presight.ai,Operations,Operations Analyst,19435.0,6,Active,Cost of living adjustment,2024-06-16,9999-12-31,True
1285,EMP0577,Anika Kumar,anika.kumar@presight.ai,HR,Lead Data Engineer,14962.0,6,Active,Initial appointment,2020-08-07,2022-01-03,False
1286,EMP0577,Anika Kumar,anika.kumar@presight.ai,HR,Lead Data Engineer,17596.0,6,Active,Retention adjustment,2022-01-03,2023-06-28,False
1287,EMP0577,Anika Kumar,anika.kumar@presight.ai,HR,Lead Data Engineer,23563.0,6,Active,Promoted following review,2023-06-28,9999-12-31,True
1288,EMP0578,Wei Kapoor,wei.kapoor@presight.ai,Legal,Legal Analyst,19522.0,11,Active,Initial appointment,2015-05-11,2023-03-15,False
1289,EMP0578,Wei Kapoor,wei.kapoor@presight.ai,Legal,Legal Analyst,28278.0,11,Active,Annual performance increase,2023-03-15,9999-12-31,True
1290,EMP0579,Mohammed Najjar,mohammed.najjar@presight.ai,Procurement,Procurement Analyst,21725.0,5,Active,Hire - Initial Appointment,2020-08-28,9999-12-31,True
1291,EMP0580,Sanjay Kumar,sanjay.kumar@presight.ai,Procurement,Procurement Analyst,30968.0,12,Active,Hire - Initial Appointment,2013-05-06,9999-12-31,True
1292,EMP0581,Sanjay Mehta,sanjay.mehta@presight.ai,Data Science,BI Developer,22700.0,9,Active,Initial appointment,2017-03-25,2018-05-14,False
1293,EMP0581,Sanjay Mehta,sanjay.mehta@presight.ai,Data Science,BI Developer,24016.0,9,Active,Retention adjustment,2018-05-14,2020-09-21,False
1294,EMP0581,Sanjay Mehta,sanjay.mehta@presight.ai,Data Science,BI Developer,31757.0,9,Active,Annual performance increase,2020-09-21,9999-12-31,True
1295,EMP0582,Sami Al Dhaheri,sami.al.dhaheri@presight.ai,Engineering,Lead Data Engineer,20802.0,5,Inactive,Hire - Initial Appointment,2022-08-12,9999-12-31,True
1296,EMP0583,Bilal Al Mansoori,bilal.al.mansoori1@presight.ai,Finance,Data Analyst,35791.0,5,Inactive,Hire - Initial Appointment,2020-01-23,9999-12-31,True
1297,EMP0584,Vikram Mehta,vikram.mehta@presight.ai,Marketing,Marketing Analyst,12671.0,4,Active,Initial appointment,2023-02-16,2025-02-24,False
1298,EMP0584,Vikram Mehta,vikram.mehta@presight.ai,Marketing,Marketing Analyst,20334.0,4,Active,Retention adjustment,2025-02-24,9999-12-31,True
1299,EMP0585,Yusuf Saeed,yusuf.saeed@presight.ai,Procurement,Procurement Analyst,13303.0,6,Active,Initial appointment,2021-05-09,2023-09-17,False
1300,EMP0585,Yusuf Saeed,yusuf.saeed@presight.ai,Procurement,Procurement Analyst,15228.0,6,Active,Promoted following review,2023-09-17,2024-11-26,False
1301,EMP0585,Yusuf Saeed,yusuf.saeed@presight.ai,Procurement,Procurement Analyst,21275.0,6,Active,Promoted following review,2024-11-26,9999-12-31,True
1302,EMP0586,Hanan Al Bloushi,hanan.al.bloushi1@presight.ai,Marketing,Marketing Analyst,19639.0,8,Active,Initial appointment,2017-02-25,2018-03-17,False
1303,EMP0586,Hanan Al Bloushi,hanan.al.bloushi1@presight.ai,Marketing,Marketing Analyst,21348.0,8,Active,Project completion bonus integration,2018-03-17,2020-10-13,False
